,district,home_size,home_price
1083,فيصل,500,2100000
1084,المروة,420,1250000
1085,طويق,375,1600000
1086,ديراب,250,1199000
1087,المهدية,200,1300000
1088,الرمال,300,1600000
1089,طويق,384,1450000
1090,الشرقي,200,950000
1091,المهدية,270,1450000
1092,الحزم,360,1450000
1093,القادسية,300,1700000
1094,الرمال,300,1350000
1095,نمار,420,1400000
1096,بدر,225,830000
1097,طويق,300,130000
1098,عكاظ,350,1130000
1099,طويق,375,1300000
1100,الرفيعة,1800,15000000
1101,الرمال,300,1350000
1102,طويق,390,1650000
1103,الوسطى,200,1000000
1104,الحزم,300,1230000
1105,العارض,351,2800000
1106,الحزم,358,1420000
1107,طويق,300,1200000
1108,طويق,315,1350000
1109,طويق,240,1000000
1110,الياسمين,375,3500000
1111,قرطبة,383,3600000
1112,بدر,360,1100000
1113,الرمال,300,1550000
1114,الرمال,312,1550000
1115,طويق,375,1200000
1116,طويق,200,1200000
1117,طويق,200,1050000
1118,البيضاء,350,1000000
1119,الريان,650,2275000
1120,عكاظ,300,1070000
1121,طويق,312,1400000
1122,الرفيعة,1800,15000000
1123,طويق,300,1220000
1124,طويق,250,1200000
1125,الرمال,300,1380000
1126,الدولي,375,1700000
1127,النهضة,735,3000000
1128,بدر,225,850000
1129,الحزم,625,2000000
1130,المونسية,417,2700000
1131,العارض,270,2300000
1132,حطين,2113,14000000
1133,بدر,315,950000
1134,الوسطى,200,1100000
1135,عكاظ,300,1050000
1136,العارض,322,2750000
1137,طويق,300,1250000
1138,المعيزيلة,430,2000000
1139,بدر,312,1180000
1140,النرجس,608,7000000
1141,طويق,250,1250000
1142,طويق,360,1500000
1143,الدولي,350,1650000
1144,لبن,200,1300000
1145,الرفيعة,1800,15000000
1146,الغربي,375,1200000
1147,المونسية,277,1950000
1148,طويق,420,1100000
1149,العزيزية,360,1200000
1150,طويق,380,1550000
1151,طويق,300,1250000
1152,بدر,300,1100000
1153,البيضاء,260,1000000
1154,طويق,300,1250000
1155,بدر,250,850000
1156,الدولي,250,1200000
1157,الغدير,375,4800000
1158,الملقا,480,5500000
1159,اشبيلية,540,3100000
1160,عكاظ,300,1030000
1161,طويق,250,1200000
1162,نمار,450,2000000
1163,طويق,285,1450000
1164,النرجس,660,4800000
1165,الخليج,420,1500000
1166,طويق,300,1220000
1167,الرفيعة,1800,15000000
1168,الندوة,288,910000
1169,الرمال,335,1350000
1170,بدر,320,1300000
1171,طويق,300,1250000
1172,القادسية,455,2200000
1173,قرطبة,512,3000000
1174,عكاظ,325,10050000
1175,البيضاء,250,580000
1176,المهدية,270,1450000
1177,اليرموك,375,2200000
1178,طويق,240,1230000
1179,المهدية,200,1400000
1180,طويق,250,1050000
1181,طويق,375,1100000
1182,الياسمين,390,4000000
1183,الرمال,268,1650000
1184,طيبة,320,950000
1185,طويق,300,1270000
1186,طويق,200,950000
1187,بدر,360,1200000
1188,الرفيعة,1800,15000000
1189,الرمال,300,1350000
1190,الملقا,600,7000000
1191,بدر,220,810000
1192,طويق,315,1180000
1193,الرمال,278,1200000
1194,الرمال,250,1100000
1195,الشرقي,480,1500000
1196,الشرق,444,1680000
1197,الرمال,200,1220000
1198,بدر,300,900000
1199,النرجس,312,3100000
1200,شبرا,270,1630000
1201,المهدية,200,1300000
1202,بدر,372,1170000
1203,بدر,500,850000
1204,طويق,390,1200000
1205,لبن,200,1100000
1206,الرمال,300,1300000
1207,المهدية,300,1700000
1208,نمار,375,1650000
1209,طويق,300,1130000
1210,لبن,200,1300000
1211,الرمال,300,1350000
1212,الملقا,414,4700000
1213,طويق,780,2850000
1214,الشرق,280,1350000
1215,العزيزية,250,880000
1216,الواحة,575,5400000
1217,عكاظ,270,1100000
1218,طويق,250,1200000
1219,الرمال,288,1230000
1220,الشرقي,440,2000000
1221,الرمال,396,1800000
1222,طويق,380,1550000
1223,الرمال,360,1800000
1224,طويق,260,1200000
1225,طويق,300,1200000
1226,طويق,275,900000
1227,المنصورة,625,1600000
1228,القادسية,275,1370000
1229,طويق,300,1170000
1230,النرجس,337,2600000
1231,العارض,234,2300000
1232,الرمال,300,1350000
1233,الرفيعة,1800,15000000
1234,الرمال,216,1060000
1235,بدر,300,900000
1236,الرمال,246,1300000
1237,طويق,250,1100000
1238,المهدية,300,1700000
1239,المهدية,200,1240000
1240,الصحافة,1225,6500000
1241,طويق,300,1150000
1242,الرمال,375,1850000
1243,العزيزية,280,850000
1244,طويق,375,1200000
1245,الحزم,281,1150000
1246,طويق,300,1200000
1247,الرمال,1280,6000000
1248,الرمال,285,1500000
1249,العارض,280,1700000
1250,الرمال,375,1950000
1251,الحزم,281,1150000
1252,المونسية,336,1750000
1253,نمار,225,1080000
1254,الرمال,300,1350000
1255,الملقا,405,4500000
1256,بدر,275,900000
1257,العارض,250,2200000
1258,نمار,345,1200000
1259,بدر,420,1300000
1260,الملقا,1000,11000000
1261,بدر,408,730000
1262,طويق,375,1060000
1263,البيضاء,360,750000
1264,نمار,450,1950000
1265,عكاظ,360,750000
1266,بدر,275,820000
1267,طويق,319,1150000
1268,الرمال,300,1450000
1269,الملقا,200,2450000
1270,العقيق,270,2200000
1271,الرمال,300,1300000
1272,عكاظ,210,930000
1273,البديعة,300,1100000
1274,النرجس,325,3200000
1275,الملقا,405,4500000
1276,لبن,200,1300000
1277,بدر,360,950000
1278,العارض,432,1700000
1279,طويق,200,940000
1280,لبن,200,600000
1281,الغربي,312,700000
1282,الدولي,250,1150000
1283,الرمال,312,1300000
1284,الملقا,343,3700000
1285,القادسية,240,1370000
1286,العقيق,600,7000000
1287,المهدية,360,2000000
1288,طويق,375,1180000
1289,طيبة,246,840000
1290,الملقا,600,6050000
1291,الرمال,350,1900000
1292,البيان,234,1280000
1293,عكاظ,270,1200000
1294,القادسية,455,2000000
1295,بدر,315,980000
1296,الرمال,700,2600000
1297,لبن,200,1300000
1298,الرمال,300,1350000
1299,البيضاء,220,900000
1300,حطين,600,6500000
1301,بدر,226,820000
1302,المهدية,400,2400000
1303,لبن,200,1300000
1304,طويق,390,1180000
1305,المهدية,375,1200000
1306,طويق,200,950000
1307,الغربية,250,1100000
1308,نمار,227,1350000
1309,السويدي,410,750000
1310,الرمال,288,1500000
1311,السويدي,500,1100000
1312,لبن,400,1700000
1313,المونسية,266,1900000
1314,البيان,360,1550000
1315,النرجس,450,3700000
1316,بدر,242,1000000
1317,الرمال,300,1350000
1318,الملقا,405,4500000
1319,طويق,400,1000000
1320,بدر,320,1200000
1321,طويق,300,1190000
1322,ديراب,250,1050000
1323,السويدي,250,780000
1324,طويق,200,970000
1325,المهدية,300,1650000
1326,عكاظ,300,990000
1327,طويق,300,1200000
1328,طويق,360,1180000
1329,المونسية,375,2500000
1330,المهدية,200,1250000
1331,النرجس,312,3200000
1332,طويق,300,1130000
1333,عكاظ,405,1330000
1334,الملقا,750,7000000
1335,طيبة,360,880000
1336,النرجس,420,4100000
1337,طويق,375,1600000
1338,الغربية,400,850000
1339,الرمال,300,1350000
1340,الرفيعة,1800,15000000
1341,النرجس,312,3150000
1342,بدر,260,1000000
1343,طويق,200,900000
1344,بدر,347,1100000
1345,النخيل,4000,35000000
1346,طويق,300,1190000
1347,السويدي,506,700000
1348,البيضاء,360,1250000
1349,طويق,300,1150000
1350,العارض,348,2900000
1351,الرمال,235,1270000
1352,عكاظ,426,1120000
1353,ديراب,250,980000
1354,الشفا,270,1100000
1355,بدر,360,880000
1356,النرجس,336,3000000
1357,نمار,475,2000000
1358,طويق,250,1150000
1359,قرطبة,300,2250000
1360,القدس,360,2900000
1361,لبن,200,1300000
1362,الرمال,300,1350000
1363,الرمال,240,1170000
1364,الشرق,360,1500000
1365,العريجاء,200,1050000
1366,طويق,300,1180000
1367,المونسية,300,2250000
1368,المونسية,336,1650000
1369,بدر,300,1170000
1370,الياسمين,300,3500000
1371,طويق,400,1150000
1372,الملقا,455,4200000
1373,طويق,300,1150000
1374,الرمال,360,1500000
1375,عكاظ,327,1100000
1376,الرمال,300,1300000
1377,الحزم,265,1050000
1378,طويق,750,3300000
1379,بدر,300,1050000
1380,عكاظ,310,980000
1381,طويق,300,1180000
1382,الشرقي,687,5900000
1383,الملقا,405,4500000
1384,لبن,200,1300000
1385,عكاظ,324,1300000
1386,الرمال,300,1620000
1387,الشفا,924,2000000
1388,طيبة,277,880000
1389,العزيزية,390,1380000
1390,عكاظ,350,1100000
1391,السعادة,375,1900000
1392,طويق,300,1200000
1393,قرطبة,591,3900000
1394,عكاظ,300,1100000
1395,عرقة,4600,45000000
1396,المهدية,360,1350000
1397,الرمال,300,1300000
1398,عكاظ,350,1000130
1399,الرمال,288,1420000
1400,طويق,300,1220000
1401,الحزم,280,1120000
1402,الرمال,200,1020000
1403,عكاظ,300,950000
1404,طويق,300,1350000
1405,لبن,200,1300000
1406,الملقا,405,4500000
1407,لبن,450,1450000
1408,لبن,200,900000
1409,طيبة,230,780000
1410,التعاون,675,4200000
1411,العزيزية,250,880000
1412,العارض,270,2375000
1413,الرمال,300,1450000
1414,المروج,1144,7000000
1415,العريجاء,400,850000
1416,البيضاء,200,810000
1417,البيضاء,305,910000
1418,طويق,300,1180000
1419,طويق,375,1650000
1420,طويق,300,1200000
1421,السعادة,375,1900000
1422,طويق,375,1600000
1423,الرمال,388,1600000
1424,العارض,200,1900000
1425,عكاظ,300,1050000
1426,بدر,230,850000
1427,الرفيعة,1800,15000000
1428,لبن,200,1300000
1429,طويق,440,1300000
1430,بدر,408,620000
1431,العارض,405,2600000
1432,طويق,300,1200000
1433,الجنادرية,271,1400000
1434,الملقا,600,6800000
1435,العارض,440,3500000
1436,طويق,300,1400000
1437,طويق,300,1250000
1438,المهدية,200,1350000
1439,عكاظ,382,1300000
1440,الملقا,550,5500000
1441,المهدية,360,1350000
1442,العارض,448,3200000
1443,الملقا,700,9000000
1444,طويق,300,1150000
1445,المونسية,1100,5500000
1446,الرمال,375,1970000
1447,الرمال,260,1350000
1448,الرفيعة,1800,15000000
1449,الملقا,405,4500000
1450,قرطبة,420,3300000
1451,الرمال,225,1150000
1452,طويق,375,1600000
1453,القيروان,220,2400000
1454,المونسية,300,2250000
1455,المهدية,465,2100000
1456,عكاظ,250,1100000
1457,الدولي,250,1200000
1458,طويق,300,1200000
1459,العارض,225,1900000
1460,اليرموك,324,1700000
1461,طويق,750,3300000
1462,طويق,300,1150000
1463,عكاظ,300,740000
1464,المهدية,300,1800000
1465,بدر,300,900000
1466,البيان,405,1660000
1467,النرجس,250,2500000
1468,طويق,375,1750000
1469,لبن,200,1300000
1470,طويق,300,1220000
1471,المهدية,225,1500000
1472,الرمال,240,1150000
1473,المهدية,340,1650000
1474,طويق,300,1500000
1475,حطين,1250,13000000
1476,بدر,420,1250000
1477,الملقا,425,4500000
1478,طويق,400,800000
1479,المونسية,240,1700000
1480,العزيزية,245,1000000
1481,عكاظ,300,1150000
1482,الرمال,250,1100000
1483,طويق,360,1200000
1484,طويق,420,1170000
1485,عكاظ,280,1100000
1486,الرمال,312,1600000
1487,المونسية,584,3350000
1488,الفلاح,600,5000000
1489,طويق,360,1000000
1490,الرفيعة,1800,15000000
1491,الرمال,300,1350000
1492,طويق,200,980000
1493,البيضاء,360,970000
1494,النرجس,312,3000000
1495,الملقا,300,3000000
1496,لبن,900,3000000
1497,الرمال,300,1250000
1498,الرمال,330,1600000
1499,الحزم,336,1200000
1500,طويق,240,1050000
1501,البيضاء,360,1250000
1502,طويق,375,1570000
1503,الرمال,240,1220000
1504,المونسية,240,1900000
1505,بدر,320,1200000
1506,النظيم,375,1100000
1507,الرمال,300,1250000
1508,الرمال,300,1400000
1509,طويق,220,950000
1510,الشفا,250,1050000
1511,الملقا,400,2950000
1512,طويق,300,1220000
1513,الرفيعة,1800,15000000
1514,بدر,300,930000
1515,الرمال,250,1130000
1516,بدر,235,950000
1517,الدولي,300,1500000
1518,الغربي,625,1300000
1519,الجنادرية,444,1350000
1520,المونسية,270,2200000
1521,الغربية,200,920000
1522,الرمال,300,1450000
1523,القادسية,325,1600000
1524,طيبة,259,855000
1525,البيضاء,220,850000
1526,طويق,300,1250000
1527,المهدية,375,2100000
1528,طويق,400,850000
1529,النرجس,420,3500000
1530,عكاظ,300,970000
1531,المهدية,200,1200000
1532,نمار,375,1850000
1533,الدولي,300,1150000
1534,لبن,200,1300000
1535,طويق,300,1220000
1536,الخليج,870,2200000
1537,العارض,270,2300000
1538,عكاظ,300,950000
1539,الملقا,200,2400000
1540,الرمال,312,1750000
1541,العزيزية,288,1180000
1542,السويدي,625,1100000
1543,الرمال,300,1350000
1544,البديعة,440,1200000
1545,طويق,375,1050000
1546,الرمال,240,1150000
1547,النهضة,450,1750000
1548,لبن,200,1180000
1549,طويق,300,1200000
1550,طويق,200,950000
1551,البيضاء,280,1000000
1552,الرمال,315,1250000
1553,طويق,360,1450000
1554,الرمال,204,1250000
1555,حطين,1000,12500000
1556,الرفيعة,1800,15000000
1557,الرمال,300,1350000
1558,الرمال,312,1450000
1559,طويق,350,1270000
1560,العزيزية,375,1300000
1561,النهضة,760,4200000
1562,طويق,200,950000
1563,المهدية,250,1600000
1564,طويق,300,1200000
1565,المهدية,250,1370000
1566,فهد,475,4300000
1567,طويق,300,1200000
1568,البديعة,315,1330000
1569,المهدية,200,1250000
1570,نمار,450,2000000
1571,بدر,300,93000
1572,طويق,360,1300000
1573,طويق,300,1250000
1574,الوسطى,200,950000
1575,المونسية,325,1750000
1576,طويق,300,1170000
1577,الرمال,300,1350000
1578,الرفيعة,1800,15000000
1579,طويق,375,1500000
1580,الشفا,1050,1800000
1581,طويق,200,950000
1582,القدس,200,1650000
1583,القيروان,450,4000000
1584,المنصورة,360,1180000
1585,طويق,300,1350000
1586,الرمال,288,1400000
1587,العارض,270,2200000
1588,طيبة,255,820000
1589,النرجس,750,4200000
1590,طويق,200,950000
1591,طويق,200,970000
1592,طيبة,440,1200000
1593,الياسمين,360,3800000
1594,النرجس,300,2900000
1595,الحزم,337,1400000
1596,القادسية,233,1550000
1597,الدولي,250,1250000
1598,لبن,375,1200000
1599,الرمال,300,1350000
1600,الرفيعة,1800,15000000
1601,البيضاء,375,700000
1602,بدر,406,1000000
1603,طويق,300,1300000
1604,طويق,375,1500000
1605,اشبيلية,1350,4500000
1606,عكاظ,210,900000
1607,الرمال,216,1200000
1608,بدر,300,1100000
1609,عكاظ,300,1100000
1610,طويق,285,1400000
